"DATE","TIME PERIOD","AAA yield curve - Beta 0 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA0)","AAA yield curve - Beta 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA1)","AAA yield curve - Beta 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA2)","AAA yield curve - Beta 3 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA3)","AAA yield curve - Tau 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU1)","AAA yield curve - Tau 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU2)"
"2014-03-27","27 Mar 2014","1.586965","-1.372215","24.280108","-22.011814","5.581519","4.377311"
"2014-03-28","28 Mar 2014","1.589828","-1.386354","24.302347","-21.988640","5.552082","4.372515"
"2014-03-31","31 Mar 2014","1.618761","-1.420541","24.332296","-21.958198","5.548025","4.386140"
"2014-04-01","01 Apr 2014","1.627802","-1.425738","24.337766","-21.953127","5.565871","4.400146"
"2014-04-02","02 Apr 2014","1.647854","-1.442967","24.364530","-21.926531","5.558772","4.391758"
"2014-04-03","03 Apr 2014","1.642767","-1.424145","24.355201","-21.936207","5.570934","4.388308"
"2014-04-04","04 Apr 2014","1.231439","-1.012427","24.814001","-21.508589","6.011630","4.598789"
"2014-04-07","07 Apr 2014","1.226631","-1.023733","24.807174","-21.515214","6.026426","4.621023"
"2014-04-08","08 Apr 2014","1.251609","-1.053293","24.830488","-21.491464","6.016282","4.625799"
"2014-04-09","09 Apr 2014","1.281070","-1.111591","24.861780","-21.457405","5.995885","4.656646"
"2014-04-10","10 Apr 2014","1.260700","-1.089936","24.820440","-21.498759","6.039465","4.685053"
"2014-04-11","11 Apr 2014","1.204701","-1.010627","24.779229","-21.538538","6.026405","4.658022"
"2014-04-14","14 Apr 2014","1.200996","-1.008722","24.784067","-21.533436","6.004257","4.641529"
"2014-04-15","15 Apr 2014","1.199205","-1.008944","24.776602","-21.541031","6.014115","4.645734"
"2014-04-16","16 Apr 2014","1.183674","-1.001653","24.761480","-21.555756","6.021512","4.664250"
"2014-04-17","17 Apr 2014","1.239025","-1.088974","24.799332","-21.516362","6.052385","4.739622"
"2014-04-22","22 Apr 2014","1.262030","-1.098864","24.822184","-21.493599","6.039296","4.724861"
"2014-04-23","23 Apr 2014","1.243193","-1.065461","24.808686","-21.506474","6.012811","4.706144"
"2014-04-24","24 Apr 2014","1.226365","-1.041739","24.786996","-21.527913","6.018876","4.711573"
"2014-04-25","25 Apr 2014","1.207850","-1.034911","24.770513","-21.543947","6.024171","4.737485"
"2014-04-28","28 Apr 2014","1.222845","-1.056043","24.792126","-21.521576","6.008186","4.739523"
"2014-04-29","29 Apr 2014","1.234523","-1.087902","24.814964","-21.499216","6.009840","4.717062"
"2014-04-30","30 Apr 2014","1.207755","-1.052859","24.784991","-21.529540","6.030009","4.714601"
"2014-05-02","02 May 2014","1.178413","-1.012287","24.767756","-21.547112","6.023065","4.689837"
"2014-05-05","05 May 2014","1.150978","-0.977258","24.751652","-21.563433","6.015314","4.671293"
"2014-05-06","06 May 2014","1.163952","-0.973285","24.747981","-21.567301","6.034577","4.690971"
"2014-05-07","07 May 2014","1.188779","-1.021485","24.785881","-21.528228","6.013290","4.702417"
"2014-05-08","08 May 2014","1.165344","-0.999907","24.759196","-21.555142","6.047008","4.699402"
"2014-05-09","09 May 2014","1.178040","-1.015645","24.762386","-21.552640","6.087420","4.712833"
"2014-05-12","12 May 2014","1.171056","-0.989080","24.760433","-21.555027","6.076146","4.690974"
"2014-05-13","13 May 2014","1.120299","-0.931694","24.726926","-21.588859","6.069418","4.657486"
"2014-05-14","14 May 2014","1.082917","-0.900563","24.684976","-21.630685","6.102458","4.688811"
"2014-05-15","15 May 2014","1.043370","-0.866656","24.651676","-21.664040","6.113836","4.698153"
"2014-05-16","16 May 2014","1.051037","-0.875732","24.669597","-21.644974","6.101955","4.709109"
"2014-05-19","19 May 2014","1.059111","-0.906120","24.700113","-21.614909","6.105831","4.722003"
"2014-05-20","20 May 2014","1.039064","-0.857752","24.704922","-21.610521","6.064942","4.646172"
"2014-05-21","21 May 2014","1.057032","-0.882708","24.729964","-21.585031","6.049829","4.643394"
"2014-05-22","22 May 2014","1.051327","-0.904573","24.723035","-21.591696","6.085374","4.691668"
"2014-05-23","23 May 2014","1.039600","-0.878037","24.716471","-21.598507","6.076760","4.661122"
"2014-05-26","26 May 2014","1.049793","-0.913638","24.729679","-21.585628","6.102089","4.697485"
"2014-05-27","27 May 2014","1.020324","-0.856721","24.697739","-21.618290","6.114283","4.674122"
"2014-05-28","28 May 2014","1.014495","-0.873283","24.683704","-21.632349","6.183249","4.761010"
"2014-05-29","29 May 2014","1.030000","-0.900610","24.708405","-21.603441","6.236432","4.816534"
"2014-05-30","30 May 2014","1.032768","-0.905069","24.705822","-21.482952","6.261250","4.827912"
"2014-06-02","02 Jun 2014","0.987370","-0.851582","24.707429","-21.481892","6.216503","4.765037"
"2014-06-03","03 Jun 2014","1.016496","-0.883679","24.766077","-21.422673","6.169105","4.723837"
"2014-06-04","04 Jun 2014","1.028037","-0.927817","24.799872","-21.388376","6.145415","4.713288"
"2014-06-05","05 Jun 2014","1.041466","-0.938695","24.800340","-21.389025","6.191694","4.728069"
"2014-06-06","06 Jun 2014","1.022673","-0.857137","24.634597","-21.547073","6.346809","4.791814"
"2014-06-09","09 Jun 2014","1.053256","-0.926818","21.766502","-18.546721","6.493373","4.763449"
"2014-06-10","10 Jun 2014","1.065267","-0.968516","24.761949","-21.427699","6.335154","4.859134"
"2014-06-11","11 Jun 2014","1.039639","-0.945845","24.773313","-21.417211","6.314326","4.823049"
"2014-06-12","12 Jun 2014","1.040732","-0.940013","24.776219","-21.415710","6.333243","4.800198"
"2014-06-13","13 Jun 2014","1.030607","-0.950461","24.782463","-21.408862","6.325577","4.819115"
"2014-06-16","16 Jun 2014","1.007148","-0.916530","24.755035","-21.436251","6.351116","4.838225"
"2014-06-17","17 Jun 2014","1.003763","-0.903014","24.790427","-21.400649","6.292686","4.780702"
"2014-06-18","18 Jun 2014","1.001873","-0.916754","24.800792","-21.391489","6.334249","4.829738"
"2014-06-19","19 Jun 2014","1.037259","-0.942047","23.186488","-20.038578","6.436399","4.844613"
"2014-06-20","20 Jun 2014","1.001715","-0.907294","24.786728","-21.407057","6.419934","4.898100"
"2014-06-23","23 Jun 2014","1.002751","-0.923786","24.595436","-21.242269","6.471510","4.939310"
"2014-06-24","24 Jun 2014","1.048912","-0.969635","24.505947","-21.232726","6.448378","4.935579"
"2014-06-25","25 Jun 2014","1.025614","-0.935981","24.431523","-21.306419","6.460847","4.953316"
"2014-06-26","26 Jun 2014","1.021235","-0.940801","24.391539","-21.344889","6.443556","4.975681"
"2014-06-27","27 Jun 2014","1.014561","-0.935320","24.817130","-21.702423","6.447885","5.012458"
"2014-06-30","30 Jun 2014","1.011514","-0.924889","24.813992","-21.705936","6.451482","5.007449"
"2014-07-01","01 Jul 2014","0.998370","-0.904460","24.801648","-21.719241","6.472362","4.992272"
"2014-07-02","02 Jul 2014","1.005739","-0.903326","24.822344","-21.698876","6.447162","4.960481"
"2014-07-03","03 Jul 2014","1.026020","-0.931948","24.850976","-21.671388","6.447124","4.938206"
"2014-07-04","04 Jul 2014","0.993598","-0.891086","24.801166","-21.720677","6.477881","4.966318"
"2014-07-07","07 Jul 2014","0.999232","-0.895446","24.805780","-21.716279","6.483071","4.971862"
"2014-07-08","08 Jul 2014","0.985074","-0.886653","24.787753","-21.735032","6.549129","5.034756"
"2014-07-09","09 Jul 2014","0.982807","-0.888982","24.792924","-21.729733","6.555261","5.053056"
"2014-07-10","10 Jul 2014","0.950237","-0.857385","24.770376","-21.752081","6.560084","5.070048"
"2014-07-11","11 Jul 2014","0.955158","-0.869027","24.784431","-21.738005","6.555969","5.072679"
"2014-07-14","14 Jul 2014","0.928916","-0.829525","24.795980","-21.726633","6.521102","5.035382"
"2014-07-15","15 Jul 2014","0.972799","-0.887111","24.421145","-21.510894","6.498827","5.039199"
"2014-07-16","16 Jul 2014","0.941030","-0.845188","24.432584","-21.499602","6.460512","5.003822"
"2014-07-17","17 Jul 2014","0.961235","-0.890133","24.235157","-21.316904","6.525052","5.081085"
"2014-07-18","18 Jul 2014","0.912350","-0.818295","24.212686","-21.339636","6.512017","5.067286"
"2014-07-21","21 Jul 2014","0.932901","-0.853415","24.221187","-21.331554","6.557356","5.123691"
"2014-07-22","22 Jul 2014","0.939372","-0.860897","24.245761","-21.306997","6.537018","5.106075"
"2014-07-23","23 Jul 2014","0.918166","-0.830228","24.217331","-21.335699","6.568503","5.127492"
"2014-07-24","24 Jul 2014","0.940405","-0.867208","24.266776","-21.285942","6.537673","5.104099"
"2014-07-25","25 Jul 2014","0.917594","-0.851482","24.248752","-21.303730","6.551098","5.126521"
"2014-07-28","28 Jul 2014","0.898039","-0.824645","24.233572","-21.318734","6.552237","5.137552"
"2014-07-29","29 Jul 2014","0.871616","-0.801548","24.217685","-21.333973","6.547118","5.150494"
"2014-07-30","30 Jul 2014","0.900378","-0.840351","24.247086","-21.304466","6.545499","5.156931"
"2014-07-31","31 Jul 2014","0.923657","-0.853352","24.283824","-21.268596","6.525510","5.100351"
"2014-08-01","01 Aug 2014","0.913598","-0.848939","24.268140","-21.284364","6.547042","5.116192"
"2014-08-04","04 Aug 2014","0.887373","-0.805064","24.227552","-21.324981","6.569082","5.134932"
"2014-08-05","05 Aug 2014","0.896394","-0.818136","24.264690","-21.286747","6.517238","5.096450"
"2014-08-06","06 Aug 2014","0.861170","-0.803761","24.215244","-21.335459","6.522354","5.135351"
"2014-08-07","07 Aug 2014","0.840543","-0.762342","24.188063","-21.362879","6.527143","5.129311"
"2014-08-08","08 Aug 2014","0.814770","-0.747083","24.153838","-21.395705","6.521410","5.165132"
"2014-08-11","11 Aug 2014","0.827794","-0.764116","24.164007","-21.385950","6.525755","5.158795"
"2014-08-12","12 Aug 2014","0.861186","-0.800681","24.166004","-21.384582","6.575372","5.199042"
"2014-08-13","13 Aug 2014","0.849277","-0.770446","24.145532","-21.405929","6.594705","5.185843"
"2014-08-14","14 Aug 2014","0.816504","-0.735022","24.111544","-21.438868","6.591665","5.204435"
"2014-08-15","15 Aug 2014","0.810383","-0.732707","24.106686","-21.443559","6.597509","5.219937"
"2014-08-18","18 Aug 2014","0.797368","-0.724415","24.131307","-21.418720","6.550856","5.178476"
"2014-08-19","19 Aug 2014","0.782421","-0.710960","24.119615","-21.430366","6.555011","5.185766"
"2014-08-20","20 Aug 2014","0.759894","-0.698137","24.108157","-21.441335","6.546017","5.196834"
"2014-08-21","21 Aug 2014","0.753346","-0.690367","24.107320","-21.441804","6.533989","5.197047"
"2014-08-22","22 Aug 2014","0.751279","-0.685245","24.097804","-21.450576","6.537213","5.215974"
"2014-08-25","25 Aug 2014","0.723991","-0.684333","24.077752","-21.465444","6.564139","5.222280"
"2014-08-26","26 Aug 2014","0.769483","-0.732833","24.060901","-21.482448","6.660897","5.339389"
"2014-08-27","27 Aug 2014","0.765097","-0.727246","24.014950","-21.528723","6.773036","5.435200"
"2014-08-28","28 Aug 2014","0.747356","-0.711021","24.009509","-21.532104","6.764185","5.463948"
"2014-08-29","29 Aug 2014","0.738487","-0.710453","24.040925","-21.500252","6.730738","5.431943"
"2014-09-01","01 Sep 2014","0.718408","-0.684269","24.054632","-21.485762","6.723109","5.378802"
"2014-09-02","02 Sep 2014","0.740243","-0.701711","24.105308","-21.436150","6.678729","5.314711"
"2014-09-03","03 Sep 2014","0.755201","-0.701832","24.116925","-21.425613","6.684558","5.293328"
"2014-09-04","04 Sep 2014","0.777793","-0.767047","24.145444","-21.399641","6.757501","5.300131"
"2014-09-05","05 Sep 2014","0.755423","-0.745423","24.178245","-21.372468","6.909843","5.399750"
"2014-09-08","08 Sep 2014","0.708700","-0.698700","24.185836","-21.364272","6.861733","5.368627"
"2014-09-09","09 Sep 2014","0.728612","-0.718612","24.262772","-21.289085","6.759982","5.250980"
"2014-09-10","10 Sep 2014","0.722349","-0.706520","24.276790","-21.274634","6.715872","5.213706"
"2014-09-11","11 Sep 2014","0.705367","-0.695367","24.272360","-21.278043","6.689749","5.208809"
"2014-09-12","12 Sep 2014","0.749600","-0.739600","24.309341","-21.241220","6.659272","5.189547"
"2014-09-15","15 Sep 2014","0.728531","-0.718531","24.274712","-21.275922","6.673573","5.196643"
"2014-09-16","16 Sep 2014","0.756794","-0.735056","24.272667","-21.278853","6.703790","5.212368"
"2014-09-17","17 Sep 2014","0.772948","-0.762948","24.273311","-21.279065","6.736523","5.229267"
"2014-09-18","18 Sep 2014","0.797204","-0.787204","24.304056","-21.246556","6.682339","5.209792"
"2014-09-19","19 Sep 2014","0.785926","-0.775926","24.251377","-21.298367","6.744825","5.258268"
"2014-09-22","22 Sep 2014","0.766182","-0.756182","24.224856","-21.324751","6.758100","5.279240"
"2014-09-23","23 Sep 2014","0.760345","-0.743865","24.211574","-21.336445","6.756280","5.321838"
"2014-09-24","24 Sep 2014","0.762627","-0.752627","24.197314","-21.350955","6.809198","5.364845"
"2014-09-25","25 Sep 2014","0.750564","-0.740564","24.182274","-21.366658","6.828832","5.363976"
"2014-09-26","26 Sep 2014","0.730328","-0.720328","24.184632","-21.358878","6.811747","5.343673"
"2014-09-29","29 Sep 2014","0.704233","-0.694233","24.170210","-21.372311","6.799986","5.354995"
"2014-09-30","30 Sep 2014","0.701821","-0.691821","24.159243","-21.383596","6.823699","5.372069"
"2014-10-01","01 Oct 2014","0.685538","-0.675538","24.113104","-21.430226","6.870291","5.421401"
"2014-10-02","02 Oct 2014","0.694712","-0.684712","24.136888","-21.406212","6.848380","5.407608"
"2014-10-03","03 Oct 2014","0.700816","-0.690816","24.152919","-21.388501","6.813308","5.409462"
"2014-10-06","06 Oct 2014","0.679059","-0.669059","24.137044","-21.404065","6.806708","5.400561"
"2014-10-07","07 Oct 2014","0.692001","-0.682001","24.131718","-21.409964","6.836803","5.422004"
"2014-10-08","08 Oct 2014","0.695075","-0.685075","24.113406","-21.428566","6.878033","5.468004"
"2014-10-09","09 Oct 2014","0.686634","-0.676634","24.109261","-21.433432","6.885594","5.450834"
"2014-10-10","10 Oct 2014","0.697706","-0.687706","24.110774","-21.431273","6.901253","5.490970"
"2014-10-13","13 Oct 2014","0.732654","-0.722654","24.121282","-21.421208","6.945098","5.543183"
"2014-10-14","14 Oct 2014","0.700535","-0.690535","24.065258","-21.475684","6.968704","5.575793"
"2014-10-15","15 Oct 2014","0.622727","-0.612727","23.980839","-21.555824","6.934178","5.598737"
"2014-10-16","16 Oct 2014","0.616098","-0.606098","24.019737","-21.513786","6.841977","5.552959"
"2014-10-17","17 Oct 2014","0.771190","-0.761190","24.002865","-21.538233","6.765953","5.475481"
"2014-10-20","20 Oct 2014","0.610310","-0.600310","24.053164","-21.285976","6.950489","5.555698"
"2014-10-21","21 Oct 2014","0.657804","-0.647804","24.061768","-21.277010","6.972584","5.571111"
"2014-10-22","22 Oct 2014","0.680283","-0.670283","24.055799","-21.283191","6.998197","5.594106"
"2014-10-23","23 Oct 2014","0.689771","-0.679771","24.062610","-21.276472","6.996725","5.581666"
"2014-10-24","24 Oct 2014","0.666410","-0.656410","24.059409","-21.278667","6.934646","5.539434"
"2014-10-27","27 Oct 2014","0.683693","-0.673693","24.032283","-21.304814","6.953581","5.580055"
"2014-10-28","28 Oct 2014","0.663206","-0.653206","24.036378","-21.300031","6.889800","5.520019"
"2014-10-29","29 Oct 2014","0.693832","-0.683832","24.025244","-21.311296","6.924440","5.554260"
"2014-10-30","30 Oct 2014","0.655195","-0.645195","23.980041","-21.355257","6.907808","5.539002"
"2014-10-31","31 Oct 2014","0.686976","-0.676976","23.961696","-21.374575","6.975429","5.585362"
"2014-11-03","03 Nov 2014","0.725082","-0.715082","23.953913","-21.382986","7.037309","5.639235"
"2014-11-04","04 Nov 2014","0.720505","-0.710505","23.915600","-21.420847","7.088416","5.709417"
"2014-11-05","05 Nov 2014","0.724662","-0.714662","23.931904","-21.405109","7.082407","5.681822"
"2014-11-06","06 Nov 2014","0.736070","-0.726070","23.940311","-21.397825","7.113815","5.686617"
"2014-11-07","07 Nov 2014","0.735573","-0.725573","23.939614","-21.398617","7.115298","5.685042"
"2014-11-10","10 Nov 2014","0.722919","-0.712919","23.932952","-21.404396","7.114873","5.706283"
"2014-11-11","11 Nov 2014","0.694453","-0.684453","23.974619","-21.364539","7.157831","5.730887"
"2014-11-12","12 Nov 2014","0.668717","-0.658717","23.952868","-21.386026","7.157316","5.744155"
"2014-11-13","13 Nov 2014","0.667504","-0.657504","23.955335","-21.383481","7.156567","5.748578"
"2014-11-14","14 Nov 2014","0.658610","-0.648610","23.948519","-21.390316","7.161696","5.755118"
"2014-11-17","17 Nov 2014","0.660923","-0.650923","23.971854","-21.367577","7.182421","5.783015"
"2014-11-18","18 Nov 2014","0.700323","-0.690323","23.915782","-21.420188","7.158144","5.779500"
"2014-11-19","19 Nov 2014","0.757519","-0.747519","23.964599","-21.372024","7.200371","5.839812"
"2014-11-20","20 Nov 2014","0.726866","-0.716866","23.932320","-21.404038","7.216814","5.858738"
"2014-11-21","21 Nov 2014","0.702151","-0.692151","23.904530","-21.431845","7.240859","5.873648"
"2014-11-24","24 Nov 2014","0.704178","-0.694178","23.912321","-21.424447","7.244230","5.864435"
"2014-11-25","25 Nov 2014","0.702837","-0.692837","23.888175","-21.449255","7.319309","5.937611"
"2014-11-26","26 Nov 2014","0.679560","-0.669560","23.875470","-21.461390","7.316153","5.955002"
"2014-11-27","27 Nov 2014","0.741171","-0.731171","23.737198","-21.575320","7.288558","5.983573"
"2014-11-28","28 Nov 2014","0.619444","-0.609444","23.809258","-21.368743","7.501527","6.128213"
"2014-12-01","01 Dec 2014","0.638835","-0.628835","23.822649","-21.356386","7.567320","6.190762"
"2014-12-02","02 Dec 2014","0.608122","-0.598122","23.898151","-21.280716","7.458439","6.078498"
"2014-12-03","03 Dec 2014","0.589417","-0.579417","23.926068","-21.253864","7.430436","6.015003"
"2014-12-04","04 Dec 2014","0.575653","-0.565653","23.920528","-21.259160","7.427595","6.022810"
"2014-12-05","05 Dec 2014","0.578274","-0.568274","23.945166","-21.234661","7.409234","6.002984"
"2014-12-08","08 Dec 2014","0.564086","-0.554086","23.885963","-21.293574","7.477114","6.083418"
"2014-12-09","09 Dec 2014","0.515651","-0.505651","23.874184","-21.304141","7.440171","6.082574"
"2014-12-10","10 Dec 2014","0.498932","-0.488932","23.867085","-21.310710","7.429915","6.088068"
"2014-12-11","11 Dec 2014","0.454256","-0.444256","23.856530","-21.320613","7.384526","6.067726"
"2014-12-12","12 Dec 2014","0.434852","-0.424852","23.819364","-21.356930","7.390779","6.090373"
"2014-12-15","15 Dec 2014","0.440448","-0.430448","23.820317","-21.355938","7.394161","6.095810"
"2014-12-16","16 Dec 2014","0.412817","-0.402817","23.735714","-21.436215","7.395177","6.148147"
"2014-12-17","17 Dec 2014","0.386230","-0.376230","23.751044","-21.388971","7.392230","6.118572"
"2014-12-18","18 Dec 2014","0.410029","-0.400029","23.796093","-21.340809","7.361905","6.039569"
"2014-12-19","19 Dec 2014","0.409508","-0.399508","23.780884","-21.355873","7.378594","6.044225"
"2014-12-22","22 Dec 2014","0.428652","-0.418652","23.764609","-21.372359","7.412908","6.069613"
"2014-12-23","23 Dec 2014","0.420941","-0.410941","23.758774","-21.378114","7.406899","6.062510"
"2014-12-24","24 Dec 2014","0.413428","-0.403428","23.759424","-21.377191","7.381967","6.037063"
"2014-12-29","29 Dec 2014","0.562933","-0.552933","23.575124","-21.677706","7.237639","6.009508"
"2014-12-30","30 Dec 2014","0.546929","-0.536929","23.561837","-21.690792","7.241221","5.999994"
"2014-12-31","31 Dec 2014","0.536426","-0.526426","23.565854","-21.686654","7.219323","5.975699"
"2015-01-02","02 Jan 2015","0.515507","-0.505507","23.514243","-21.737949","7.218427","6.016489"
"2015-01-05","05 Jan 2015","0.499365","-0.489365","23.488850","-21.762438","7.213881","6.040458"
"2015-01-06","06 Jan 2015","0.439635","-0.429635","23.388232","-21.853797","7.094408","6.039008"
"2015-01-07","07 Jan 2015","1.405860","-1.395860","22.177957","-22.976872","5.445281","4.963578"
"2015-01-08","08 Jan 2015","1.504053","-1.494053","21.856203","-22.841107","5.229609","4.780685"
"2015-01-09","09 Jan 2015","1.490815","-1.480815","21.875715","-22.821767","5.211520","4.742633"
"2015-01-12","12 Jan 2015","1.450112","-1.440112","21.831217","-22.865590","5.209875","4.775127"
"2015-01-13","13 Jan 2015","1.436666","-1.426666","21.838203","-22.859277","5.213394","4.773310"
"2015-01-14","14 Jan 2015","1.412144","-1.402144","21.797681","-22.885481","5.346268","4.912699"
"2015-01-15","15 Jan 2015","1.334345","-1.324345","21.840952","-22.841798","5.275455","4.800657"
"2015-01-16","16 Jan 2015","1.273415","-1.263415","21.872059","-22.720028","5.429838","4.908362"
"2015-01-19","19 Jan 2015","1.336495","-1.326495","21.801053","-22.893520","5.180010","4.728015"
"2015-01-20","20 Jan 2015","1.349665","-1.339665","21.764454","-22.816885","5.174487","4.737452"
"2015-01-21","21 Jan 2015","1.757272","-1.747272","-1.951090","-4.770517","0.396010","2.438630"
"2015-01-22","22 Jan 2015","1.908683","-1.898683","-1.862762","-5.354159","0.396340","2.296030"
"2015-01-23","23 Jan 2015","1.685626","-1.675626","-1.773784","-4.762021","0.430144","2.620219"
"2015-01-26","26 Jan 2015","1.639433","-1.629433","-1.680103","-4.492540","0.456409","2.669734"
"2015-01-27","27 Jan 2015","1.618076","-1.608076","-1.700023","-4.457804","0.430995","2.588969"
"2015-01-28","28 Jan 2015","1.558713","-1.548713","-1.710511","-4.333329","0.413814","2.524749"
"2015-01-29","29 Jan 2015","1.525834","-1.515834","-1.592905","-4.283203","0.432763","2.514858"
"2015-01-30","30 Jan 2015","1.457661","-1.447661","-1.584803","-4.111686","0.420963","2.510302"
"2015-02-02","02 Feb 2015","1.367299","-1.357299","-1.624537","-4.020307","0.377396","2.454337"
"2015-02-03","03 Feb 2015","1.411427","-1.401427","-1.622961","-4.117636","0.383358","2.405950"
"2015-02-04","04 Feb 2015","1.406107","-1.396107","-1.704031","-4.175535","0.349464","2.282939"
"2015-02-05","05 Feb 2015","1.383008","-1.368735","-1.717887","-4.104466","0.339679","2.241616"
"2015-02-06","06 Feb 2015","1.351923","-1.324991","-1.715232","-4.095702","0.323583","2.187718"
"2015-02-09","09 Feb 2015","1.358799","-1.310078","-1.711603","-4.062191","0.332889","2.196702"
"2015-02-10","10 Feb 2015","1.362098","-1.352098","-1.764590","-4.103874","0.309164","2.114487"
"2015-02-11","11 Feb 2015","1.339636","-1.329636","-1.784995","-4.046926","0.303861","2.125424"
"2015-02-12","12 Feb 2015","1.307694","-1.183609","-1.908911","-3.980844","0.306043","2.155764"
"2015-02-13","13 Feb 2015","1.330838","-1.315750","-1.500185","-4.103824","0.336184","2.161823"
"2015-02-16","16 Feb 2015","1.363324","-1.353324","-1.612983","-4.207821","0.324343","2.168533"
"2015-02-17","17 Feb 2015","1.385097","-1.375097","-1.698917","-4.184731","0.329496","2.206017"
"2015-02-18","18 Feb 2015","1.488248","-1.457227","-1.744402","-4.507019","0.333214","2.193433"
"2015-02-19","19 Feb 2015","1.544291","-1.500749","-1.754022","-4.627368","0.355318","2.265589"
"2015-02-20","20 Feb 2015","1.523622","-1.513622","-1.703379","-4.631085","0.356393","2.320938"
"2015-02-23","23 Feb 2015","1.604011","-1.593847","-1.807660","-4.836339","0.355150","2.350272"
"2015-02-24","24 Feb 2015","1.603833","-1.288523","-2.698345","-4.856350","0.288049","2.304088"
"2015-02-25","25 Feb 2015","1.541021","-1.531021","-1.836719","-4.681946","0.351729","2.384162"
"2015-02-26","26 Feb 2015","1.451890","-1.426121","-1.825514","-4.481707","0.353571","2.403686"
"2015-02-27","27 Feb 2015","1.490435","-1.463243","-1.932776","-4.459311","0.367551","2.441745"
"2015-03-02","02 Mar 2015","1.527344","-1.482438","-1.929027","-4.565550","0.364503","2.450406"
"2015-03-03","03 Mar 2015","1.528907","-1.476147","-2.021907","-4.529353","0.348056","2.375504"
"2015-03-04","04 Mar 2015","1.519586","-1.434215","-1.992185","-4.519847","0.342121","2.341683"
"2015-03-05","05 Mar 2015","1.470103","-1.386736","-2.015604","-4.455724","0.324999","2.339249"
"2015-03-06","06 Mar 2015","1.428606","-1.330883","-2.042818","-4.308116","0.318574","2.253721"
"2015-03-09","09 Mar 2015","1.376352","-1.366352","-1.727915","-4.239760","0.340667","2.335356"
"2015-03-10","10 Mar 2015","1.157859","-1.147859","-1.545460","-3.751748","0.325500","2.295177"
"2015-03-11","11 Mar 2015","1.072099","-1.034487","-1.637207","-3.477117","0.314388","2.316761"
"2015-03-12","12 Mar 2015","1.075593","-1.065593","-1.538221","-3.458267","0.322176","2.232863"
"2015-03-13","13 Mar 2015","1.079528","-1.036985","-1.625617","-3.363383","0.329658","2.189166"
"2015-03-16","16 Mar 2015","1.000011","-0.951698","-1.597847","-3.141352","0.307031","2.108317"
"2015-03-17","17 Mar 2015","1.043502","-1.033502","-1.440043","-3.208321","0.321108","2.118425"
"2015-03-18","18 Mar 2015","0.991453","-0.981453","-1.465098","-3.210200","0.310951","2.175698"
"2015-03-19","19 Mar 2015","0.973195","-0.963195","-1.518640","-3.067500","0.337695","2.244698"
"2015-03-20","20 Mar 2015","0.981555","-0.971555","-1.359110","-3.118091","0.359638","2.251470"
"2015-03-23","23 Mar 2015","0.987620","-0.977620","-1.463914","-3.062844","0.334154","2.174993"
"2015-03-24","24 Mar 2015","0.964559","-0.954559","-1.522190","-3.000155","0.310765","2.092360"
"2015-03-25","25 Mar 2015","0.949570","-0.934698","-1.501327","-2.973399","0.305953","2.027995"
"2015-03-26","26 Mar 2015","0.983975","-0.973975","-1.423614","-3.154288","0.317555","2.016725"
"2015-03-27","27 Mar 2015","0.979729","-0.969729","-1.457522","-3.090469","0.331589","2.068801"
"2015-03-30","30 Mar 2015","0.938647","-0.928647","-1.449927","-3.024039","0.308391","2.049755"
"2015-03-31","31 Mar 2015","0.913411","-0.903411","-1.410022","-2.990891","0.305327","2.020593"
"2015-04-01","01 Apr 2015","0.876326","-0.866326","-1.535030","-2.995853","0.264342","2.004957"
"2015-04-02","02 Apr 2015","0.921323","-0.911323","-1.546607","-3.052561","0.281330","2.014706"
"2015-04-07","07 Apr 2015","1.000746","-0.990746","-1.578925","-3.236474","0.309006","2.124194"
"2015-04-08","08 Apr 2015","0.993006","-0.982994","-1.582059","-3.243133","0.325734","2.126315"
"2015-04-09","09 Apr 2015","0.988928","-0.978928","-1.671544","-3.317627","0.288962","2.149823"
"2015-04-10","10 Apr 2015","0.984835","-0.974835","-1.731662","-3.277166","0.289044","2.167135"
"2015-04-13","13 Apr 2015","0.946213","-0.936213","-1.638621","-3.204999","0.280663","2.130424"
"2015-04-14","14 Apr 2015","0.923844","-0.913844","-1.649552","-3.092224","0.294352","2.191559"
"2015-04-15","15 Apr 2015","0.858408","-0.824127","-1.682941","-2.899195","0.296139","2.251784"
"2015-04-16","16 Apr 2015","0.789889","-0.779889","-1.662110","-2.686947","0.293675","2.244882"
"2015-04-17","17 Apr 2015","0.772666","-0.762666","-1.657495","-2.649979","0.291235","2.284594"
"2015-04-20","20 Apr 2015","0.745882","-0.735882","-1.512601","-2.483988","0.324230","2.341493"
"2015-04-21","21 Apr 2015","0.817213","-0.802688","-1.601023","-2.679177","0.324376","2.316285"
"2015-04-22","22 Apr 2015","0.848855","-0.838855","-1.608420","-2.693310","0.326479","2.258456"
"2015-04-23","23 Apr 2015","0.942291","-1.224291","3.569804","-5.461142","1.994593","2.271449"
